title,authors,year,venue,category,tags,paper_url,project_url,code_url,dataset_url,code_status,real_robot,robot_platform,summary
BEHAVIOR Robot Suite - Streamlining Real-World Whole-Body Manipulation for Everyday Household Activities,,2025,arXiv 2025.03,Whole-Body Control and Loco-Manipulation,,https://arxiv.org/abs/2503.05652,https://behavior-robot-suite.github.io/,,,🌐 Project Page,no,,Real-world whole-body manipulation suite for household activities.
Being-0 - A Humanoid Robotic Agent with Vision-Language Models and Modular Skills,,2025,arXiv 2025.03,Humanoid Foundation Models and Generalist Policies,,https://arxiv.org/abs/2503.12533,https://beingbeyond.github.io/being-0/,,,🌐 Project Page,no,,Humanoid agent integrating VLMs with modular skill library.
Being-M0.5 - A Real-Time Controllable Vision-Language-Motion Model,,2025,arXiv 2025.08,Humanoid Foundation Models and Generalist Policies,,https://arxiv.org/abs/2508.07863,https://beingbeyond.github.io/Being-M0.5/,,,🌐 Project Page,no,,Real-time controllable vision-language-motion model.
DexUMI - Using Human Hand as the Universal Manipulation Interface for Dexterous Manipulation,,2025,arXiv 2025.05,Datasets and Benchmarks,,https://dex-umi.github.io/,https://dex-umi.github.io/,,,🌐 Project Page,no,,Human hand as universal manipulation interface.
Ego-Vision World Model for Humanoid Contact Planning,,2025,arXiv 2025.10,Whole-Body Control and Loco-Manipulation,,https://arxiv.org/abs/2510.11682,https://ego-vcp.github.io/,,,🌐 Project Page,no,,Egocentric vision world model for humanoid contact planning.
Embodied Chain of Action Reasoning with Multi-Modal Foundation Model for Humanoid Loco-manipulation,,2025,arXiv 2025.04,Humanoid Foundation Models and Generalist Policies,,https://arxiv.org/pdf/2504.09532,https://humanoid-coa.github.io/,,,🌐 Project Page,no,,Multimodal chain-of-action reasoning for humanoid loco-manipulation.
Embrace Collisions - Humanoid Shadowing for Deployable Contact-Agnostics Motions,,2025,arXiv 2025.02,Whole-Body Motion Tracking and Imitation,,https://arxiv.org/abs/2502.01465,https://project-instinct.github.io/,,,🌐 Project Page,no,,Contact-agnostic humanoid shadowing under collisions.
"FastTD3 - Simple, Fast, and Capable Reinforcement Learning for Humanoid Control",,2025,arXiv 2025.05,Whole-Body Motion Tracking and Imitation,,https://arxiv.org/abs/2505.22642,https://younggyo.me/fast_td3/,,,🌐 Project Page,no,,Simple fast capable RL for humanoid control.
GENMO - A GENeralist Model for Human MOtion,,2025,arXiv 2025.05,Humanoid Foundation Models and Generalist Policies,,https://arxiv.org/abs/2505.01425,https://research.nvidia.com/labs/dair/genmo/,,,🌐 Project Page,no,,Generalist model for human motion.
Go to Zero - Towards Zero-shot Motion Generation with Million-scale Data,,2025,arXiv 2025.07,Humanoid Foundation Models and Generalist Policies,,https://vankouf.github.io/MotionMillion/,https://vankouf.github.io/MotionMillion/,,,🌐 Project Page,no,,Zero-shot motion generation with million-scale data.
GRIP - Robotic Incremental Potential Contact Simulation Dataset,"Hongyu Wei, et al.",2025,arXiv preprint,Evaluation Metrics and Contact Modeling,"IPC, deformable, soft-grippers",https://arxiv.org/abs/2503.05020,https://bell0o.github.io/GRIP/,,,🌐 Project Page,no,,100K grasps with IPC-based deformable+rigid contact simulation; UMI + LEAP hand.
H2-COMPACT - Human-Humanoid Co-Manipulation via Adaptive Contact Trajectory Policies,,2025,arXiv 2025.05,Human-Object Interaction Motion Generation,,https://arxiv.org/pdf/2505.17627,https://h2compact.github.io/h2compact/,,,🌐 Project Page,no,,Adaptive contact trajectory policies for human-humanoid co-manipulation.
HITTER - A HumanoId Table TEnnis Robot via Hierarchical Planning and Learning,,2025,arXiv 2025.08,Whole-Body Control and Loco-Manipulation,,https://arxiv.org/abs/2508.21043,https://humanoid-table-tennis.github.io/,,,🌐 Project Page,no,,Humanoid table tennis with hierarchical planning and learning.
HOI-PAGE: Zero-Shot HOI Generation with Part Affordance Guidance,"Lei Li, Angela Dai",2025,arXiv 2025.06,Human-Object Interaction Motion Generation,"zero-shot, 4D, LLM, part-affordance",https://arxiv.org/abs/2506.07209,https://hoipage.github.io/,,,🌐 Project Page,no,,Part Affordance Graphs from LLMs guide zero-shot 4D HOI synthesis from text.
HOIDiNi: Human-Object Interaction through Diffusion Noise Optimization,"Roey Ron, Guy Tevet, Haim Sawdayee, Amit H. Bermano",2025,arXiv 2025.06,Human-Object Interaction Motion Generation,"diffusion, noise-optimization, test-time, contact",https://arxiv.org/abs/2506.15625,https://hoidini.github.io/,,,🌐 Project Page,no,,Test-time diffusion noise optimization for HOI satisfying tight contact constraints.
HuB - Learning Extreme Humanoid Balance,,2025,arXiv 2025.05,Whole-Body Motion Tracking and Imitation,,https://arxiv.org/abs/2505.07294,https://hub-robot.github.io/,,,🌐 Project Page,no,,Extreme balance behaviors for humanoid robots.
Humanoid Everyday - A Comprehensive Robotic Dataset for Open-World Humanoid Manipulation,,2025,arXiv 2025.10,Datasets and Benchmarks,,https://arxiv.org/abs/2510.08807,https://humanoideveryday.github.io/,,,🌐 Project Page,no,,Comprehensive open-world humanoid manipulation dataset.
HumanoidGen - Data Generation for Bimanual Dexterous Manipulation via LLM Reasoning,,2025,arXiv 2025.07,Datasets and Benchmarks,,https://arxiv.org/abs/2507.00833,https://openhumanoidgen.github.io/,,,🌐 Project Page,no,,LLM-driven data generation for bimanual dexterous manipulation.
HUMOTO: A 4D Dataset of Mocap Human Object Interactions,"Jiaxin Lu, Hsin-Ying Lee, Chia-Yu Chen, Stylianos Moschoglou, Yannis Panagakis, others",2025,ICCV 2025,Human-Object Interaction Motion Generation,"dataset, mocap, LLM-scripting, daily-tasks",https://arxiv.org/abs/2504.10414,https://jiaxin-lu.github.io/humoto/,,HUMOTO (736 sequences),🌐 Project Page,no,,4D HOI mocap dataset with LLM-scripted scene-driven tasks across diverse daily activities.
HWC-Loco - A Hierarchical Whole-Body Control Approach to Robust Humanoid Locomotion,,2025,arXiv 2025.03,Whole-Body Motion Tracking and Imitation,,https://arxiv.org/abs/2503.00923,https://simonlinsx.github.io/HWC_Loco/,,,🌐 Project Page,no,,Hierarchical whole-body control for robust humanoid locomotion.
InterPose: Learning to Generate HOIs from Large-Scale Web Videos,(anonymized),2025,arXiv 2025.09,Human-Object Interaction Motion Generation,"dataset, web-videos, LLM-agent, zero-shot",https://arxiv.org/abs/2509.00767,,,InterPose (73.8K seqs from 45.8K videos),🌐 Project Page,no,,Web-video pipeline producing 73.8K HOI sequences; LLM agent enables zero-shot animation.
LocoFormer - Generalist Locomotion via Long-Context Adaptation,,2025,arXiv 2025.09,Humanoid Foundation Models and Generalist Policies,,https://generalist-locomotion.github.io/,https://generalist-locomotion.github.io/,,,🌐 Project Page,no,,Generalist locomotion via long-context adaptation.
MoRE - Mixture of Residual Experts for Humanoid Lifelike Gaits Learning on Complex Terrains,,2025,arXiv 2025.06,Whole-Body Motion Tracking and Imitation,,https://arxiv.org/abs/2506.08840,https://more-humanoid.github.io/,,,🌐 Project Page,no,,Mixture of residual experts for lifelike humanoid gaits.
PDC - Emergent Active Perception and Dexterity of Simulated Humanoids from Visual Reinforcement Learning,,2025,arXiv 2025.05,Related Character Animation and Physics-Based Motion Generation,,https://arxiv.org/abs/2505.12278,https://www.zhengyiluo.com/PDC-Site/,,,🌐 Project Page,no,,Emergent active perception and dexterity from visual RL.
SceneMI: Motion In-betweening for Modeling Human-Scene Interactions,"Inwoo Hwang, Bing Zhou, Young Min Kim, Jian Wang, Chuan Guo",2025,arXiv 2025.03,Object-Aware Human Motion Synthesis,"in-betweening, scene, diffusion",https://arxiv.org/abs/2503.16289,https://inwoohwang.me/SceneMI/,,,🌐 Project Page,no,,Frames HSI as motion in-betweening between scene-aware keyframes.
Sim-to-Real Reinforcement Learning for Vision-Based Dexterous Manipulation on Humanoids,,2025,arXiv 2025.02,Sim-to-Real and Deployment Systems,,https://toruowo.github.io/recipe/,https://toruowo.github.io/recipe/,,,🌐 Project Page,no,,Vision-based dexterous manipulation sim-to-real recipe.
SLAC - Simulation-Pretrained Latent Action Space for Whole-Body Real-World Reinforcement Learning,,2025,arXiv 2025.06,Whole-Body Motion Tracking and Imitation,,https://arxiv.org/abs/2506.04147,https://robo-rl.github.io/,,,🌐 Project Page,no,,Sim-pretrained latent action space for real-world whole-body RL.
SPARK - A Toolbox for Safe Humanoid Autonomy and Teleoperation,,2025,arXiv 2025.02,Teleoperation and Demonstration Collection,,https://arxiv.org/abs/2502.03132,https://intelligent-control-lab.github.io/spark/,,,🌐 Project Page,no,,Safety toolbox for humanoid autonomy and teleoperation.
SViMo: Synchronized Diffusion for Video and Motion Generation in Hand-object Scenarios,(see paper),2025,NeurIPS 2025,Human-Object Interaction Motion Generation,"video, diffusion, hand-object, joint-generation",https://arxiv.org/abs/2506.02444,https://droliven.github.io/SViMo_project/,,,🌐 Project Page,no,,Joint diffusion for video and motion in hand-object interaction with synchronization.
TeleOpBench - A Simulator-Centric Benchmark for Dual-Arm Dexterous Teleoperation,,2025,arXiv 2025.05,Datasets and Benchmarks,,https://arxiv.org/abs/2505.12748,https://gorgeous2002.github.io/TeleOpBench/,,,🌐 Project Page,no,,Simulator-centric benchmark for dual-arm dexterous teleoperation.
TrajBooster - Boosting Humanoid Whole-Body Manipulation via Trajectory-Centric Learning,,2025,arXiv 2025.09,Whole-Body Control and Loco-Manipulation,,https://arxiv.org/abs/2509.11839,https://jiachengliu3.github.io/TrajBooster/,,,🌐 Project Page,no,,Trajectory-centric learning to boost whole-body humanoid manipulation.
Unified Video Action Model,,2025,arXiv 2025.03,Humanoid Foundation Models and Generalist Policies,,https://arxiv.org/abs/2503.00200,https://unified-video-action-model.github.io/,,,🌐 Project Page,no,,Unified video-action model for manipulation.
VB-Com - Learning Vision-Blind Composite Humanoid Locomotion Against Deficient Perception,,2025,arXiv 2025.02,Whole-Body Motion Tracking and Imitation,,https://arxiv.org/abs/2502.14814,https://renjunli99.github.io/vbcom.github.io/,,,🌐 Project Page,no,,Vision-blind composite humanoid locomotion under deficient perception.
Coordinated Humanoid Locomotion with Symmetry Equivariant RL Policy (Symmetry-Aware),"Buqing Nie, Yangqing Fu, Jingtian Ji, Yanjie Ze, Xuxin Cheng, Yue Gao",2025,arXiv 2025,Whole-Body Motion Tracking and Imitation,"symmetry-equivariant, humanoid, policy-architecture",https://arxiv.org/abs/2508.01247,,,,❌ No Code,yes,Unitree G1,Strict symmetry-equivariant actor and symmetry-invariant critic improve velocity tracking up to 40% on G1.
EgoMI: Learning Active Vision and Whole-Body Manipulation from Egocentric Human Demonstrations,et al.,2025,arXiv preprint,Teleoperation and Demonstration Collection,"egocentric, active-vision, whole-body, retargeting",https://arxiv.org/abs/2511.00153,,announced,,❌ No Code,yes,humanoid-adjacent,Captures synchronized head and hand trajectories during human demos and retargets to semi-humanoid embodiments.
From Experts to a Generalist: Toward General Whole-Body Control for Humanoid Robots,arXiv 2025.06,2025,arXiv 2025.06,Whole-Body Motion Tracking and Imitation,"generalist, expert-distillation, multi-skill",https://arxiv.org/abs/2506.12779,https://arxiv.org/abs/2506.12779,,,❌ No Code,yes,humanoid,Distills multiple skill-specific experts into a single generalist whole-body controller.
From Language to Locomotion: Retargeting-free Humanoid Control via Motion Latent Guidance,arXiv 2025.10,2025,arXiv 2025.10,Whole-Body Motion Tracking and Imitation,"language, motion-latent, retargeting-free, Unitree",https://arxiv.org/abs/2510.14952,https://arxiv.org/abs/2510.14952,,,❌ No Code,yes,humanoid,Skips explicit retargeting by guiding humanoid policy with a learned motion latent from language.
"Gemini Robotics — Bringing AI into the Physical World (incl. Robotics-ER, 1.5, On-Device)",Google DeepMind Robotics Team,2025,arXiv (Mar 2025),Humanoid Foundation Models and Generalist Policies,"Gemini-2.0-VLA, ER-reasoning, multi-embodiment, Apptronik-Apollo",https://arxiv.org/abs/2503.20020,https://deepmind.google/models/gemini-robotics/,,,❌ No Code,yes,"Apollo humanoid (Apptronik), bimanual arms",
Helix — A VLA Model for Generalist Humanoid Control,Figure AI Research Team,2025,Figure AI Tech Report (Feb 2025),Humanoid Foundation Models and Generalist Policies,"System1+System2, 35-DoF, 200Hz, on-device, dual-robot",https://www.figure.ai/news/helix,https://www.figure.ai/helix,,,❌ No Code,yes,Figure 02 humanoid,
Hierarchical Vision-Language Planning for Multi-Step Humanoid Manipulation,Anonymous,2025,arXiv 2025,Whole-Body Control and Loco-Manipulation,"VLM, planning, multi-step, humanoid",https://arxiv.org/abs/2506.22827,❌,❌,,❌ No Code,yes,Humanoid,Hierarchical VLM planner that orchestrates multi-step humanoid manipulation primitives.
Humanoid-VLA — Towards Universal Humanoid Control with Visual Integration,"Pengxiang Ding, Jianfei Ma, ... (multi-institution)",2025,arXiv (Feb 2025),Humanoid Foundation Models and Generalist Policies,"language-motion-pretrain, egocentric-video, humanoid, motion-control",https://arxiv.org/abs/2502.14795,,,,❌ No Code,yes,Humanoid (paper-described),
Implicit Kinodynamic Motion Retargeting for Human-to-Humanoid Imitation Learning (IKMR),"Haodong Zhang, et al.",2025,arXiv preprint,Human-to-Humanoid Retargeting,"kinodynamic, neural-retarget, scalable, humanoid",https://arxiv.org/abs/2509.15443,,not released yet,,❌ No Code,yes,full-size humanoid,"Neural retargeter that jointly considers kinematics and dynamics, refining trajectories to physically feasible ones at scale."
Learning Adaptive Neural Teleoperation for Humanoid Robots: From IK to End-to-End Control,et al.,2025,arXiv preprint,Teleoperation and Demonstration Collection,"neural-IK, RL, VR-controller, force-adapt",https://arxiv.org/abs/2511.12390,,not released,,❌ No Code,yes,Unitree G1,Replaces IK+PD teleop with RL-trained policy mapping VR controller inputs directly to joints; 34% lower tracking error.
Learning Sim-to-Real Humanoid Locomotion in 15 Minutes (FastSAC / FastTD3),Younggyo Seo et al.,2025,arXiv 2025.12,Whole-Body Motion Tracking and Imitation,"fast-RL, off-policy, sim2real, single-GPU, Unitree-G1",https://arxiv.org/abs/2512.01996,https://arxiv.org/abs/2512.01996,,,❌ No Code,yes,Unitree G1,FastSAC/FastTD3 train humanoid locomotion and motion-tracking policies in 15 min on a single RTX 4090.
MotionTrans: Human VR Data Enable Motion-Level Learning for Robotic Manipulation Policies,et al.,2025,arXiv preprint,Teleoperation and Demonstration Collection,"VR, OpenTeleVision, co-training, dexterous, dataset",https://arxiv.org/abs/2509.17759,,announced,,❌ No Code,yes,Franka + Inspire Hand,Builds on Open-TeleVision to capture wrist+hand poses and co-trains human-robot policies for motion-level transfer.
NuExo: A Wearable Exoskeleton Covering all Upper Limb ROM for Outdoor Data Collection and Teleoperation of Humanoid Robots,et al.,2025,ICRA 2026,Teleoperation and Demonstration Collection,"exoskeleton, outdoor, full-ROM, humanoid",https://arxiv.org/abs/2503.10554,,not released,,❌ No Code,yes,humanoid (full-size),Backpack 5.2 kg active-joint exoskeleton with sternoclavicular compensation for 100% upper-limb ROM teleop in outdoor settings.
Opening the Sim-to-Real Door for Humanoid Pixel-to-Action Policy Transfer,Anonymous,2025,arXiv 2025,Whole-Body Control and Loco-Manipulation,"door-opening, RGB, GRPO, articulated",https://arxiv.org/abs/2512.01061,❌,❌,,❌ No Code,yes,Humanoid (RGB),"Teacher-student-bootstrap + GRPO yielding RGB-only zero-shot diverse door-opening, beating teleop by 31.7%."
RL from Physical Feedback: Aligning Large Motion Models with Humanoid Control,arXiv 2025.06,2025,arXiv 2025.06,Whole-Body Motion Tracking and Imitation,"RLPF, motion-model-alignment, sim2real, Unitree-G1",https://arxiv.org/abs/2506.12769,https://arxiv.org/abs/2506.12769,,,❌ No Code,yes,Unitree G1,Uses physics-based reward feedback to align large motion models with humanoid hardware capabilities.
RobotDancing: Residual-Action RL Enables Robust Long-Horizon Humanoid Motion Tracking,Yunshen Chen et al.,2025,arXiv 2025.09,Whole-Body Motion Tracking and Imitation,"residual-action, single-stage-RL, long-horizon, Unitree-G1",https://arxiv.org/abs/2509.20717,https://arxiv.org/html/2509.20717,,,❌ No Code,yes,Unitree G1,One-stage residual-action RL pipeline tracking multi-minute high-energy dance on G1 zero-shot.
Sim-to-Real RL for Vision-Based Dexterous Manipulation on Humanoids,"Toru Lin, Kartik Sachdev, Linxi Fan, Jitendra Malik, Yuke Zhu",2025,arXiv preprint,Sim-to-Real and Deployment Systems,"dex-manip, vision, RL",https://arxiv.org/abs/2502.20396,,,,❌ No Code,yes,,"Sim2real recipe for grasp-and-reach, lift, bimanual handover on a real humanoid."
Towards Adaptable Humanoid Control via Adaptive Motion Tracking,arXiv 2025.10,2025,arXiv 2025.10,Whole-Body Motion Tracking and Imitation,"adaptive, online-adaptation, humanoid",https://arxiv.org/abs/2510.14454,https://arxiv.org/abs/2510.14454,,,❌ No Code,yes,humanoid,Adaptive motion tracking for humanoid control across novel conditions.
ULC: A Unified and Fine-Grained Controller for Humanoid Loco-Manipulation,arXiv 2025.07,2025,arXiv 2025.07,Whole-Body Motion Tracking and Imitation,"unified-controller, fine-grained, loco-manipulation",https://arxiv.org/abs/2507.06905,https://arxiv.org/abs/2507.06905,❌,,❌ No Code,yes,humanoid,Single policy with fine-grained command space for combined locomotion and manipulation.
Unleashing Humanoid Reaching Potential via Real-world-Ready Skill Space,arXiv 2025.05,2025,arXiv 2025.05,Whole-Body Motion Tracking and Imitation,"skill-space, reaching, real-world-ready",https://arxiv.org/abs/2505.10918,https://arxiv.org/abs/2505.10918,❌,,❌ No Code,yes,humanoid,Builds a real-world-ready skill space for humanoid reaching with whole-body coordination.
Visual Imitation Enables Contextual Humanoid Control (VIEW),arXiv 2025.05,2025,arXiv 2025.05,Whole-Body Motion Tracking and Imitation,"visual-imitation, contextual, humanoid",https://arxiv.org/abs/2505.03729,https://arxiv.org/abs/2505.03729,https://github.com/HybridRobotics/VideoMimic,,❌ No Code,yes,humanoid,Visual imitation framework providing contextual humanoid control from videos.
VR-Robo - Real-to-Sim-to-Real for Visual Navigation,VR-Robo Authors,2025,arXiv preprint,Sim-to-Real and Deployment Systems,"real2sim, photorealistic, navigation",https://arxiv.org/abs/2502.01536,,,,❌ No Code,yes,,Builds photoreal interactive digital twins for visual navigation/locomotion sim2real.
AMOR: Adaptive Character Control through Multi-Objective Reinforcement Learning,"Lucas Stadler, et al.",2025,SIGGRAPH 2025,Related Character Animation and Physics-Based Motion Generation,"multi-objective-RL, adaptive-character-control",https://arxiv.org/abs/2505.23708,,,,❌ No Code,no,sim-only humanoid,Multi-objective RL adapts character behaviors across reward trade-offs at deployment time.
Auto-Regressive Diffusion for Generating 3D HOIs (ARDHOI),"Zichen Geng, Zeeshan Hayder, Wei Liu, Ajmal Saeed Mian",2025,AAAI 2025,Human-Object Interaction Motion Generation,"autoregressive, diffusion, mamba, cVAE",https://arxiv.org/abs/2503.16801,,,,❌ No Code,no,,Continuous-token autoregressive diffusion with Mamba context encoder for long HOI sequences.
Benchmarking Humanoid Imitation Learning with Motion Difficulty,,2025,arXiv 2025.12,Datasets and Benchmarks,,https://arxiv.org/abs/2512.07248,,,,❌ No Code,no,,Benchmark for humanoid imitation across motion difficulty.
Booster Gym - An End-to-End RL Framework for Humanoid Robot Locomotion,,2025,arXiv 2025.06,Whole-Body Motion Tracking and Imitation,,https://arxiv.org/abs/2506.15132,,,,❌ No Code,no,,End-to-end RL framework for humanoid locomotion.
Bridging the Sim-to-Real Gap for Athletic Loco-Manipulation,,2025,arXiv 2025.02,Sim-to-Real and Deployment Systems,,https://arxiv.org/abs/2502.10894,,,,❌ No Code,no,,Closes sim-to-real gap for athletic loco-manipulation.
CoopDiff: Anticipating 3D HOIs via Contact-consistent Decoupled Diffusion,(see paper),2025,arXiv 2025.08,Human-Object Interaction Motion Generation,"forecasting, diffusion, contact, decoupled",https://arxiv.org/abs/2508.07162,,,,❌ No Code,no,,Contact-consistent decoupled diffusion for 3D HOI anticipation.
Decoupled Generative Modeling for HOI Synthesis,(see paper),2025,arXiv 2025.12,Human-Object Interaction Motion Generation,"decoupled, diffusion, text-conditioned",https://arxiv.org/abs/2512.19049,,,,❌ No Code,no,,"Decoupled generative modeling separates body, object, and contact for HOI synthesis."
DemoHLM - From One Demonstration to Generalizable Humanoid Loco-Manipulation,,2025,arXiv 2025.10,Whole-Body Control and Loco-Manipulation,,https://arxiv.org/abs/2510.11258,,,,❌ No Code,no,,Single-demo generalizable humanoid loco-manipulation policy.
DiffGrasp: Whole-Body Grasping Synthesis Guided by Object Motion Using a Diffusion Model,"Yonghao Zhang, Qiang He, Yanguang Wan, Yinda Zhang, Xiaoming Deng, Cuixia Ma, Hongan Wang",2025,AAAI 2025,Object-Aware Human Motion Synthesis,"diffusion, whole-body-grasp, contact, two-hand",https://arxiv.org/abs/2412.20657,,,,❌ No Code,no,,Whole-body grasping diffusion conditioned on object motion with contact-aware losses.
DPL - Depth-only Perceptive Humanoid Locomotion via Realistic Depth Synthesis and Cross-Attention Terrain Reconstruction,,2025,arXiv 2025.10,Whole-Body Motion Tracking and Imitation,,https://arxiv.org/abs/2510.07152,,,,❌ No Code,no,,Depth-only perceptive humanoid locomotion.
DreamGen - Unlocking Generalization in Robot Learning through Neural Trajectories,,2025,arXiv 2025.05,Humanoid Foundation Models and Generalist Policies,,https://arxiv.org/abs/2505.12705,,,,❌ No Code,no,,Unlocking generalization in robot learning via neural trajectories.
DualTHOR - A Dual-Arm Humanoid Simulation Platform for Contingency-Aware Planning,,2025,arXiv 2025.06,Datasets and Benchmarks,,https://arxiv.org/abs/2506.16012,,,,❌ No Code,no,,Dual-arm humanoid simulation for contingency-aware planning.
EgoDex - Learning Dexterous Manipulation from Large-Scale Egocentric Video,,2025,arXiv 2025.05,Datasets and Benchmarks,,https://arxiv.org/abs/2505.11709,,,,❌ No Code,no,,Large-scale egocentric video dataset for dexterous manipulation.
FLAM - Foundation Model-Based Body Stabilization for Humanoid Locomotion and Manipulation,,2025,arXiv 2025.03,Humanoid Foundation Models and Generalist Policies,,https://arxiv.org/abs/2503.22249,,,,❌ No Code,no,,Foundation-model-based stabilization for humanoid locomotion and manipulation.
GaussGym - An open-source real-to-sim framework for learning locomotion from pixels,,2025,arXiv 2025.10,Sim-to-Real and Deployment Systems,,https://arxiv.org/abs/2510.15352,,,,❌ No Code,no,,Real-to-sim framework for learning locomotion from pixels.
GBC - Generalized Behavior-Cloning Framework for Whole-Body Humanoid Imitation,,2025,arXiv 2025.08,Whole-Body Motion Tracking and Imitation,,https://arxiv.org/abs/2508.09960,,,,❌ No Code,no,,Generalized behavior cloning for whole-body humanoid imitation.
Generative World Modelling for Humanoids - 1X World Model Challenge Technical Report,,2025,arXiv 2025.10,Humanoid Foundation Models and Generalist Policies,,https://arxiv.org/abs/2510.07092,,,,❌ No Code,no,,Generative world modelling for humanoids tech report.
GentleHumanoid - Learning Upper-body Compliance for Contact-rich Human and Object Interaction,,2025,arXiv 2025.11,Human-Object Interaction Motion Generation,,https://arxiv.org/abs/2511.04679,,,,❌ No Code,no,,Learns compliant upper-body humanoid behavior for contact-rich interaction.
Hand-Object Contact Detection using Grasp Quality Metrics,Anonymous (arXiv preprint),2025,arXiv preprint,Evaluation Metrics and Contact Modeling,"grasp-quality, contact-detection",https://arxiv.org/abs/2501.06987,,,,❌ No Code,no,,"Uses grasp-quality (Q1, Ferrari-Canny) measures as contact-detection signals."
HDMI - Learning Interactive Humanoid Whole-Body Control from Human Videos,,2025,arXiv 2025.09,Human-Object Interaction Motion Generation,,https://arxiv.org/abs/2509.16757,,,,❌ No Code,no,,Interactive humanoid whole-body control learned from human videos.
HiFAR - Multi-Stage Curriculum Learning for High-Dynamics Humanoid Fall Recovery,,2025,arXiv 2025.02,Whole-Body Motion Tracking and Imitation,,https://arxiv.org/abs/2502.20061,,,,❌ No Code,no,,Multi-stage curriculum for high-dynamic humanoid fall recovery.
HOI-Dyn: Learning Interaction Dynamics for Human-Object Motion Diffusion,"Lin Wu, Zhixiang Chen, Jianglin Lan",2025,arXiv 2025.07,Human-Object Interaction Motion Generation,"diffusion, dynamics, residual-loss, transformer",https://arxiv.org/abs/2507.01737,,,,❌ No Code,no,,Lightweight transformer dynamics predicts object reaction; residual dynamics loss.
Humanoid Locomotion and Manipulation: Current Progress and Challenges,"Zhaoyuan Gu, Junheng Li, Wenlan Shen, et al.",2025,arXiv 2025 (Survey),Whole-Body Control and Loco-Manipulation,"survey, locomotion, manipulation",https://arxiv.org/abs/2501.02116,❌,❌,,❌ No Code,no,,"Comprehensive 2025 survey of humanoid locomotion and manipulation control, planning, and learning."
Humanoid Whole-Body Locomotion on Narrow Terrain via Dynamic Balance and Reinforcement Learning,,2025,arXiv 2025.02,Whole-Body Motion Tracking and Imitation,,https://arxiv.org/abs/2502.17219,,,,❌ No Code,no,,Whole-body locomotion on narrow terrain via dynamic balance.
Humanoid World Models - Open World Foundation Models for Humanoid Robotics,,2025,arXiv 2025.06,Humanoid Foundation Models and Generalist Policies,,https://arxiv.org/abs/2506.01182,,,,❌ No Code,no,,Open-world foundation models for humanoid robotics.
InteractAnything: Zero-shot HOI Synthesis via LLM Feedback and Object Affordance Parsing,"Jinlu Zhang, Yixin Chen, Zan Wang, Jie Yang, Yizhou Wang, Siyuan Huang",2025,CVPR 2025,Human-Object Interaction Motion Generation,"zero-shot, LLM-feedback, affordance, open-set",https://arxiv.org/abs/2505.24315,,,,❌ No Code,no,,Open-set 3D HOI synthesis using LLM feedback for relations and 2D diffusion for contacts.
It Takes Two - Learning Interactive Whole-Body Control Between Humanoid Robots,,2025,arXiv 2025.10,Whole-Body Motion Tracking and Imitation,,https://arxiv.org/abs/2510.10206,,,,❌ No Code,no,,Interactive whole-body control between two humanoid robots.
KungfuBot 2 - Learning Versatile Motion Skills for Humanoid Whole-Body Control,,2025,arXiv 2025.09,Whole-Body Motion Tracking and Imitation,,https://arxiv.org/abs/2509.16638,,,,❌ No Code,no,,Versatile motion skills for humanoid whole-body control.
LangWBC - Language-directed Humanoid Whole-Body Control via End-to-end Learning,,2025,arXiv 2025.04,Humanoid Foundation Models and Generalist Policies,,https://arxiv.org/abs/2504.21738,,,,❌ No Code,no,,Language-directed end-to-end whole-body humanoid control.
LatentHOI: On the Generalizable Hand Object Motion Generation with Latent Hand Diffusion,"Yifei Li, Sammy Christen, Christoph Gebhardt, Jie Song, Otmar Hilliges",2025,CVPR 2025,Human-Object Interaction Motion Generation,"latent-diffusion, GraspVAE, generalization, hand-object",https://openaccess.thecvf.com/content/CVPR2025/papers/Li_LatentHOI_On_the_Generalizable_Hand_Object_Motion_Generation_with_Latent_CVPR_2025_paper.pdf,,,,❌ No Code,no,,Decouples temporal motion from fine-grained spatial hand-object via latent diffusion + GraspVAE.
Learning Perceptive Humanoid Locomotion over Challenging Terrain,,2025,arXiv 2025.03,Whole-Body Motion Tracking and Imitation,,https://arxiv.org/abs/2503.00692,,,,❌ No Code,no,,Perceptive humanoid locomotion on challenging terrain.
Learning to Ball - Composing Policies for Long-Horizon Basketball Moves,,2025,arXiv 2025.09,Related Character Animation and Physics-Based Motion Generation,,https://arxiv.org/abs/2509.22442,,,,❌ No Code,no,,Composing policies for long-horizon basketball motions.
MaskedManipulator - Versatile Whole-Body Control for Loco-Manipulation,,2025,arXiv 2025.05,Related Character Animation and Physics-Based Motion Generation,,https://arxiv.org/abs/2505.19086,,,,❌ No Code,no,,Versatile whole-body control with masked manipulator framework.
Measuring Physical Plausibility via Physics Simulation,Authors of the metric paper,2025,arXiv preprint,Evaluation Metrics and Contact Modeling,"plausibility, physics-sim, CoM-distance, stability-duration",https://arxiv.org/abs/2502.04483,,,,❌ No Code,no,,Proposes CoM-distance and Pose Stability Duration as physics-based plausibility metrics.
Multimodal priors-augmented text-driven 3D HOI generation,(Science China Information Sciences),2025,Science China Information Sciences 2025,Human-Object Interaction Motion Generation,"multimodal, priors, text-driven, 3D",https://arxiv.org/abs/2602.10659,,,,❌ No Code,no,,Augments text-driven 3D HOI generation with multimodal priors.
